SSN,Sentinel_site,Latitude,Longitude,xrpd_cluster,xrpd_cluster_subset,pH,TOC,K,Ca,Mn,Fe,Ni,Cu,Zn,m3.B,m3.Mg,m3.K,m3.Ca,m3.Mn,m3.Fe,m3.Cu,m3.Zn
icr037575,Finnkolo,11.28301667,-5.486493333,2,FALSE,5.618,2258.56304,834.2336667,149.4966667,65.11833333,6347.307667,2.978,3.497666667,3.228,0.068,98.03,50.321,172.8,58.38,66.61,0.193,0.294
icr037591,Finnkolo,11.30168667,-5.48807,5,FALSE,6.312,8124.72194,3416.875333,601.8183333,200.2233333,52394.09033,13.213,12.12933333,10.682,0.161,252.5,182.691,532.9,107.1,66.15,0.537,0.552
icr037621,Finnkolo,11.31536667,-5.496258333,3,TRUE,5.152,2259.45696,1139.252,229.7153333,130.205,18256.70933,9.425666667,7.998,8.293,0.088,140.3,37.041,259.3,68.11,61.05,0.257,0.388
icr037627,Finnkolo,11.351895,-5.48847,3,FALSE,5.088,2423.94887,2308.241667,386.4453333,93.205,22852.32267,18.83333333,9.843,13.87133333,0.085,161,33.861,354.4,26.57,38.19,0.393,0.321
icr037647,Finnkolo,11.27255333,-5.464043333,2,FALSE,5.215,7193.56626,1066.226333,162.933,58.503,19976.525,9.042666667,8.056333333,7.463666667,0.04,71.28,22.911,152.7,25,178.6,0.499,0.61
icr037676,Finnkolo,11.294715,-5.470245,6,FALSE,5.39,10800.9547,2125.976,305.846,60.66033333,32644.431,16.68833333,10.92966667,10.52333333,0.042,47.56,31.491,187.3,2.855,144.6,0.537,0.433
icr037690,Finnkolo,11.32902667,-5.466885,6,FALSE,4.992,11749.15373,2242.517667,324.0493333,81.15466667,27114.35767,15.91266667,13.54133333,12.46566667,0.062,63.55,35.001,200.2,8.419,98.35,0.995,0.445
icr037700,Finnkolo,11.34972,-5.469775,7,FALSE,5.059,2906.50591,4135.345333,534.8553333,136.7426667,20621.11,39.21966667,16.09366667,18.21066667,0.086,167.3,72.001,474.8,49.64,30.41,0.657,0.493
icr037756,Bana,5.232845,10.226835,9,TRUE,5.467,23097.15509,1642.098333,472.0736667,219.6016667,87656.158,26.51566667,11.93033333,28.54566667,0.095,126.8,263.991,292.5,9.628,95.59,0.94,0.368
icr037768,Bana,5.26178333,10.22336667,5,FALSE,4.308,12686.60545,12533.923,207.48,63.66,22214.98267,6.717666667,4.845666667,28.60233333,0.018,51.95,62.531,104.8,4.301,137.9,0.24,0.513
icr037788,Bana,5.28236667,10.22913667,5,FALSE,5.011,9596.1383,17751.51267,234.9853333,118.7303333,23600.26067,4.516333333,4.736333333,39.27266667,0.047,61.08,68.341,119.8,3.156,117.5,0.218,0.355
icr037808,Bana,5.30309333,10.22817,7,TRUE,4.773,16044.42596,18156.25133,1386.618667,558.1793333,39192.099,39.88533333,23.35466667,60.699,0.05,195.6,63.471,356.1,90.91,201.8,2.428,1.093
icr037844,Bana,5.238615,10.258085,7,FALSE,4.619,14131.86669,1350.876333,269.1436667,206.3603333,42415.78367,39.38633333,18.772,22.499,0.058,58.3,40.611,137.1,24.48,79.65,1.781,0.416
icr037852,Bana,5.253965,10.25103167,7,FALSE,4.753,12191.21337,5219.079,331.6836667,256.93,40512.68733,18.096,20.35266667,34.859,0.433,79.9,48.701,173.3,20.32,78.46,1.868,0.479
icr037870,Bana,5.27953833,10.242555,7,FALSE,5.289,20215.2878,34845.03067,2495.972667,517.1166667,34023.006,13.49166667,12.588,55.03133333,0.064,111.82,187.782,443.9,40.96,122.6,1.362,0.756
icr037902,Bana,5.30427333,10.249175,7,FALSE,4.899,12915.66789,29602.91933,591.513,195.8143333,30916.324,16.91366667,7.628333333,36.07333333,0.027,149.62,88.842,363.7,15.12,98.45,0.576,0.443
icr037908,Bana,5.23253833,10.27185333,9,FALSE,4.856,18764.47558,1012.04,490.956,576.3713333,104650.047,106.6026667,33.43366667,58.84833333,0.053,69.33,88.712,219.4,30.53,87.73,1.933,0.245
icr037928,Bana,5.25545667,10.26777667,5,FALSE,4.895,15551.05507,22869.34467,1923.881667,357.7096667,33937.01967,25.14133333,13.36466667,35.96633333,0.128,126.72,70.182,420,24.95,167.8,1.897,0.652
icr037948,Bana,5.28252333,10.27224833,7,FALSE,5.01,4788.77768,42201.41533,227.1773333,131.4483333,21247.31467,3.321333333,3.568,41.95,0.011,45.72,93.252,112.6,2.799,46.74,0.251,0.312
icr037970,Bana,5.29722333,10.26682167,7,TRUE,5.077,4259.17014,45099.19367,382.53,192.4716667,37125.206,5.269333333,16.85433333,61.07166667,0.009,59.68,175.282,120.8,23.87,64.29,0.68,0.78
icr037987,Bana,5.233795,10.28871167,9,TRUE,5.582,28970.24035,2912.556333,1418.374333,666.002,93618.00667,98.43866667,30.32,43.65666667,0.058,258.82,57.802,788.1,46.63,56.17,1.985,0.466
icr038017,Bana,5.25533,10.28552,5,FALSE,5.122,18485.81135,39145.66067,584.698,232.371,18495.365,3.423666667,4.572,26.475,0.035,89.92,112.782,353.4,106.5,462.5,0.413,0.978
icr038035,Bana,5.28465667,10.28513333,5,FALSE,4.656,22264.35542,2089.052667,223.438,69.95666667,26634.47367,10.419,4.650666667,18.024,0.029,55,69.462,148.7,4.596,100.4,0.217,0.301
icr038057,Bana,5.30045833,10.293825,5,FALSE,5.666,17166.69738,1838.065333,1134.291667,183.3156667,37608.285,14.77333333,9.264666667,23.21533333,0.125,152.02,161.882,939.8,25.65,57.2,1.066,0.796
icr038107,Kutaber,11.26593208,39.57683945,9,FALSE,7.037,10905.66039,6254.204667,27343.185,829.542,61406.968,58.74566667,55.35166667,72.00433333,0.265,1778,96.691,6573.1,82.73,234.5,6.804,1.162
icr038119,Kutaber,11.28125763,39.5773468,9,FALSE,7.059,6109.55983,5015.684333,26475.24567,712.0833333,52303.331,36.39133333,28.611,55.84633333,0.156,1775,74.751,6839.1,92.73,166.4,1.728,0.886
icr038139,Kutaber,11.30827332,39.57263565,9,FALSE,6.438,23951.04289,13753.54967,25972.70567,900.9326667,58146.71433,35.97766667,23.056,90.854,0.605,969.7,152.491,5463.1,45.13,200.8,1.738,1.11
icr038155,Kutaber,11.32647038,39.57241058,9,FALSE,6.349,19744.54284,12958.80067,15822.46033,1094.621,49695.16933,24.617,14.858,93.07666667,0.517,1169,444.691,5388.1,117.6,189,1.275,2.433
icr038171,Kutaber,11.25986958,39.59523392,9,FALSE,6.062,13148.47231,1199.094333,16091.01567,860.2946667,59527.34867,40.048,66.04866667,58.60133333,0.184,2176,45.641,8794.1,57.25,114.5,1.186,0.54
icr038190,Kutaber,11.2826004,39.59399414,9,FALSE,6.876,12536.68427,24940.944,20207.61567,782.7506667,65458.734,39.809,33.03866667,84.50033333,0.92,1453,710.191,6584.1,72.47,186.4,2.281,3.417
icr038235,Kutaber,11.33642006,39.59075165,9,FALSE,6.68,24654.77943,11651.068,25410.03833,741.247,63135.757,36.53166667,27.615,79.87,0.696,1281,138.691,7181.1,50.07,194.8,1.738,1.726
icr038252,Kutaber,11.26762962,39.61626434,9,FALSE,6.356,20842.64755,5347.723,14939.38833,605.1936667,62299.05167,52.89,42.17966667,72.70766667,0.348,2023,101.691,6371.1,76.06,312.7,5.105,1.679
icr038274,Kutaber,11.28393459,39.61522293,9,FALSE,6.615,3149.32689,4324.968333,23716.10867,740.8606667,53894.74867,16.933,18.995,63.89333333,0.131,1594,75.371,8523.1,58.29,94,0.698,0.273
icr038290,Kutaber,11.2998848,39.61911392,9,FALSE,6.803,20734.68328,14710.15667,14343.08833,1159.974667,59685.06833,74.59233333,43.80433333,93.44833333,1.243,1392,316.091,5717.1,157.5,241.6,4.524,2.523
icr038306,Kutaber,11.33621693,39.61544418,9,FALSE,6.963,5337.11463,14719.86233,25976.15933,755.2593333,47991.528,15.08,24.001,111.9736667,0.164,1009,279.491,5940.1,161.5,250.6,3.98,5.892
icr038313,Kutaber,11.2650528,39.6417923,9,FALSE,6.599,25583.48656,6579.715333,28071.81133,840.407,55289.35133,46.87566667,59.816,70.53466667,0.795,1182,449.291,6114.1,75.05,207.7,3.055,3.653
icr038332,Kutaber,11.28757477,39.63938141,9,FALSE,6.765,17425.92692,3266.026667,25379.03833,743.6823333,54550.828,47.939,52.89866667,59.95033333,0.487,1770,77.821,8590.1,71.7,140.5,1.583,0.87
icr038352,Kutaber,11.30782032,39.64009476,9,FALSE,6.899,13506.01971,11993.104,19998.11367,1141.454333,65010.95067,41.71233333,31.71866667,90.481,0.665,1372,551.091,5860.1,179.4,235.8,4.16,2.768
icr038369,Kutaber,11.32898712,39.64373779,8,FALSE,6.747,18761.02448,28743.66967,8750.2,1494.247,32060.93433,24.90333333,14.88633333,123.2753333,0.546,767.3,431.791,4844.1,281.1,154.5,1.596,2.716
icr041642,Marafa,-2.66469789,39.514431,6,FALSE,8.659,4073.89939,8279.406333,20406.52767,384.2453333,13148.20133,15.69033333,12.44166667,19.011,9.21,1270,460,8300,179,33.7,2.71,1.08
icr041660,Marafa,-2.64596796,39.51325607,6,TRUE,7.685,4379.08709,19847.888,6144.462667,547.9816667,19986.01433,18.845,15.87,26.22433333,7.37,725,919,3480,275,51.1,3,0.92
icr041680,Marafa,-2.62334704,39.51435852,6,FALSE,6.596,4977.1294,23040.35067,4202.130333,583.5753333,21706.83067,20.96433333,19.11066667,26.03566667,1.22,758,860,1940,282,111,2.9,0.91
icr041700,Marafa,-2.60788202,39.5163269,6,FALSE,8.159,3403.02333,18572.63333,4544.293,425.898,14223.68,12.871,12.558,18.36766667,1.87,584,579,2620,282,65.5,2.28,1.43
icr041720,Marafa,-2.66981196,39.53773499,6,FALSE,8.504,4246.3769,8985.177667,17783.968,432.1286667,11658.43167,11.53233333,8.892,16.04533333,7.78,1070,344,7730,198,25.6,1.95,1.1
icr041740,Marafa,-2.64416289,39.5366745,3,FALSE,8.77,5225.71117,6486.632,22555.17733,333.9056667,10860.02,12.97133333,8.318,15.18366667,6.21,1010,369,8030,89.2,22.9,1.46,0.96
icr041760,Marafa,-2.622082,39.53253555,6,TRUE,7.909,3917.21129,19743.96267,4960.398667,528.283,17946.88533,17.12433333,16.21566667,22.22366667,5.34,516,687,2470,342,48.7,3.16,1.86
icr041780,Marafa,-2.5984931,39.53760147,6,TRUE,7.136,3597.59718,21616.38267,4856.710333,404.7963333,15364.537,13.27,12.50866667,20.211,1.31,459,668,2190,267,101,2.5,1.27
icr041800,Marafa,-2.67196488,39.55476761,6,FALSE,8.213,4162.93114,12199.604,10431.128,1041.071667,19156.43633,18.25466667,12.30033333,24.04233333,16.5,1480,663,5120,479,51.2,3.03,1.99
icr041820,Marafa,-2.64218307,39.55010605,6,FALSE,8.129,4096.9792,12642.13033,15054.81367,897.8263333,16159.11367,15.78633333,11.12233333,21.866,15.8,1370,518,7790,364,39.5,2.67,1.94
icr041839,Marafa,-2.61965704,39.55268478,4,FALSE,8.57,7198.17847,10529.41167,21903.075,380.4173333,12536.906,14.00466667,10.369,18.68066667,1.45,546,413,7870,204,36.9,3.18,1.82
icr041859,Marafa,-2.60102701,39.56488037,6,FALSE,8.621,3315.95719,13525.04967,16583.66867,493.161,13642.32333,14.62466667,10.714,19.83866667,9.81,1100,552,7730,288,42,2.56,2.39
icr041879,Marafa,-2.66731191,39.57624435,6,FALSE,8.131,7783.50055,7429.788667,40351.61333,293.7256667,11163.063,11.89866667,9.987,15.31966667,2,559,330,11900,92.9,23.1,3,1.07
icr041899,Marafa,-2.64556789,39.57897949,2,FALSE,5.404,3036.86365,7247.760667,654.5966667,49.10266667,12155.03267,8.752666667,7.077333333,7.923666667,0.34,157,267,303,13.1,103,0.67,1.02
icr041916,Marafa,-2.62039208,39.57739258,4,FALSE,8.04,4486.16236,11359.10233,7937.093,416.7126667,13068.999,8.727,5.954,13.69266667,1.05,539,395,2790,152,43.9,1.35,0.74
icr041936,Marafa,-2.60346293,39.5819931,4,FALSE,7.995,5140.9772,13135.087,6779.998333,358.1533333,15327.26467,12.511,7.752666667,15.38533333,2.76,450,574,2790,182,48.4,1.81,0.71
icr041988,Morijo,-1.75930798,35.77468491,8,FALSE,6.897,30294.22045,16011.702,12623.615,691.7785,22083.031,13.2245,18.1255,81.24,0.73,646,1650,4820,214,95.1,1.77,6.58
icr042005,Morijo,-1.73033202,35.77527618,7,FALSE,7.696,13686.04243,10292.3595,12308.4875,1042.4785,27795.075,13.188,11.3625,82.7205,1.01,565,263,7960,297,61.1,2.58,0.9
icr042025,Morijo,-1.70595801,35.78072357,4,FALSE,6.056,11833.07827,10185.9315,2501.144,955.195,17074.1165,6.071,9.933,56.536,0.25,227,386,1800,237,194,1.79,3.61
icr042049,Morijo,-1.68905199,35.77809525,7,TRUE,5.84,15143.7217,11559.4385,1849.284,1167.4965,40281.013,13.4715,13.631,86.76,0.27,320,77.1,990,592,223,3.17,2.42
icr042063,Morijo,-1.74951005,35.79748917,5,FALSE,5.861,15506.60908,10837.1215,2325.968,866.957,37170.84,17.0025,13.997,75.776,0.65,436,386,1610,265,125,2.32,1.15
icr042079,Morijo,-1.73061001,35.80042267,5,FALSE,8.514,7913.55878,7610.931,15365.1345,846.013,24780.941,13.53,8.873,66.869,0.68,530,149,8550,184,42.2,1.85,0.56
icr042099,Morijo,-1.70412803,35.80501556,6,FALSE,8.157,8215.28405,6131.102,10467.4795,574.094,22509.184,13.176,6.919,52.755,0.48,488,122,6640,64.5,57.2,1.34,0.67
icr042116,Morijo,-1.68290997,35.80660629,7,TRUE,6.142,20184.28087,12614.0665,2578.8635,939.475,44641.688,18.8815,14.3705,93.4275,0.65,384,160,1880,214,88.8,2.46,0.87
icr042135,Morijo,-1.74763703,35.82118225,7,FALSE,5.661,13811.7224,13327.055,2607.9745,1227.688,35157.326,14.2315,14.3685,82.945,0.41,336,294,1470,279,178,2.6,1.84
icr042153,Morijo,-1.73084498,35.81271362,6,FALSE,8.353,8225.58552,7045.566,14616.6365,1207.8455,21422.2465,11.659,7.787,54.932,0.82,458,130,7500,203,47.1,1.58,0.71
icr042171,Morijo,-1.70667195,35.82385635,6,FALSE,7.021,10215.55632,9129.2805,4677.2335,401.2475,20292.051,7.3735,6.4995,45.989,0.5,323,352,3490,81.2,108,1.21,1.29
icr042190,Morijo,-1.68407798,35.8180542,7,FALSE,6.089,31000.8049,11992.8605,4016.9315,2095.3135,51190.0065,25.612,20.0655,90.245,1.4,764,416,2510,370,127,2.41,3.23
icr042209,Morijo,-1.75810206,35.84511185,7,FALSE,5.995,15810.70542,9910.019,2358.69,1021.843333,39631.527,15.84366667,16.08533333,77.31066667,0.64,331,379,1540,319,124,3.16,1.42
icr042228,Morijo,-1.73154998,35.84485626,6,FALSE,5.904,9613.11042,19776.96867,1909.474333,309.8296667,26884.68267,12.161,5.893,23.81366667,0.34,319,91.6,706,85.4,100,0.54,1.13
icr042248,Morijo,-1.70844495,35.84159088,7,FALSE,8.059,12764.29772,9947.854333,29940.905,1262.649,24859.525,10.575,10.131,76.059,0.83,386,319,10300,214,43.7,2.24,0.66
icr042266,Morijo,-1.68765497,35.8539772,6,FALSE,5.904,6641.49165,5468.585333,2957.513,46.554,20350.61433,5.05,5.259,41.471,0.18,449,304,2130,4.28,240,0.27,0.37
icr042791,Fria,10.47201667,-13.424075,9,FALSE,5.59,49544.7588,2586.874,1018.870333,234.3053333,66780.318,15.647,16.17466667,14.31266667,0.1,83.9,42.2,473,5.48,64.1,0.65,0.21
icr042811,Fria,10.49729833,-13.42232167,5,FALSE,5.22,14978.66571,1985.598333,785.8616667,344.792,39874.05667,24.91133333,37.835,23.936,0.083,99.8,36.2,321,20.9,74,3.06,0.44
icr042837,Fria,10.51886667,-13.43299667,9,TRUE,5.32,38935.2715,3335.657,537.7993333,318.7666667,94843.09433,25.14866667,27.00566667,20.35733333,0.071,53.9,42.2,248,5.8,59.3,0.92,0.38
icr042854,Fria,10.53704833,-13.42797333,9,FALSE,4.77,44393.97573,1797.606667,594.9666667,295.6096667,77336.58867,28.99433333,24.614,16.89133333,0.18,223,93.2,1250,7.23,69.5,0.76,0.39
icr042868,Fria,10.477555,-13.40055167,9,FALSE,6.1,48241.76788,3338.318,2499.027667,218.8023333,84112.337,11.54233333,14.32666667,16.38433333,0.16,211,49.7,1260,6.41,76.4,0.68,0.22
icr042897,Fria,10.50197833,-13.40440167,5,TRUE,4.73,15727.59271,5801.583333,401.7693333,160.216,33673.82933,44.08366667,25.30066667,30.94066667,0.039,42.2,35.6,148,1.05,84.1,1.6,0.47
icr042909,Fria,10.524305,-13.40126833,7,FALSE,4.84,26561.49149,1266.843333,417.259,276.3916667,70660.35133,21.06966667,30.058,20.62166667,0.071,57,33.1,213,3.45,60.4,1.25,0.41
icr042931,Fria,10.53327167,-13.410885,9,TRUE,5.14,41646.3995,3244.350333,798.0146667,516.6123333,70747.87233,25.87566667,22.454,27.964,0.12,69.4,63.2,373,5.86,62,0.67,0.25
icr042947,Fria,10.47709,-13.37363833,9,FALSE,5.39,44274.25385,2344.091,802.6836667,389.8186667,98854.95033,18.96066667,27.17366667,22.08866667,0.095,83.1,55.3,372,7.77,63.3,0.97,0.33
icr042967,Fria,10.491285,-13.380635,9,FALSE,5.63,43051.60046,1886.751667,1842.249667,381.5006667,76252.29767,30.22,35.501,20.68666667,0.13,187,62,989,7.08,49.7,1.52,0.32
icr042991,Fria,10.52136833,-13.38026167,7,TRUE,4.91,31546.44847,6426.834667,382.587,195.9676667,44453.634,18.96033333,17.18566667,24.915,0.037,36,27.2,133,4.15,44,0.51,0.21
icr043012,Fria,10.54048833,-13.38327833,9,FALSE,5.31,58280.06268,2142.019667,1341.679333,306.9723333,86238.323,13.86166667,19.425,19.922,0.09,108,77.4,593,5.12,79.9,0.62,0.19
icr043022,Fria,10.47198167,-13.36306333,9,FALSE,5.17,44678.76673,1493.6745,791.515,520.343,87832.045,34.4145,43.3105,24.7265,0.072,55.2,37.2,254,12.1,58.9,1.28,0.39
icr043041,Fria,10.49347167,-13.36102833,9,TRUE,5.25,53900.45881,1692.1255,1215.173,328.9305,88680.3185,18.4585,24.1225,18.9285,0.085,116,49.3,620,12.7,70.2,0.93,0.22
icr043133,Boumeoul,11.90132833,-13.17387667,7,TRUE,4.9,16725.14677,9746.954333,406.6253333,201.716,47082.08633,72.576,35.851,49.29066667,0.095,43.8,49.1,139,12.5,52.3,0.79,0.43
icr043153,Boumeoul,11.91600667,-13.17532833,3,FALSE,4.88,9436.3758,1121.077,180.0756667,94.78633333,17638.60867,15.38933333,10.387,8.786,0.038,28.7,17.2,94.7,7.94,76.3,0.42,0.33
icr043173,Boumeoul,11.94272667,-13.17404833,3,FALSE,4.94,5353.76191,1573.574,203.242,50.01566667,9822.339,14.94366667,8.748333333,7.565666667,0.048,55.8,21.6,171,3.9,72.2,0.54,0.31
icr043199,Boumeoul,11.96982,-13.17629333,3,FALSE,5.19,6682.7929,1911.826667,147.791,50.78066667,33231.77433,7.675666667,12.028,6.168666667,0.046,22.2,29.1,63,6.55,124,0.32,0.47
icr043212,Boumeoul,11.90748167,-13.15499,7,TRUE,5.21,10543.13242,10532.44933,427.869,1504.036667,52553.687,23.98633333,31.08366667,46.28133333,0.087,148,117,242,205,92.9,1.61,0.76
icr043231,Boumeoul,11.92195167,-13.15272167,3,TRUE,4.98,12466.0778,2154.508667,261.3913333,99.76066667,17140.367,16.65066667,10.511,18.01666667,0.02,45.7,40.9,134,10.2,99.2,0.34,0.47
icr043249,Boumeoul,11.94213,-13.157495,3,FALSE,6.19,11208.88472,1832.318333,873.0736667,215.4086667,31985.71433,8.587,11.84166667,7.715,0.13,135,100,655,36.1,97.1,0.86,0.73
icr043267,Boumeoul,11.96197,-13.153175,2,FALSE,5.2,10021.77387,2506.91,464.9823333,61.734,14019.658,9.478666667,10.54866667,7.013333333,0.048,64,49.3,345,10.4,147,0.6,0.57
icr043288,Boumeoul,11.90510833,-13.13042,2,FALSE,5.3,6005.88262,1211.519333,132.791,38.47066667,18435.28867,11.09266667,9.226333333,5.28,0.016,19,13,80.7,1.48,64.8,0.75,0.63
icr043300,Boumeoul,11.928245,-13.13387,5,FALSE,4.7,10670.43006,4949.313,250.35,199.3753333,31839.358,20.24566667,24.49,21.873,0.072,43,33.6,124,19.6,99.5,1.25,0.39
icr043325,Boumeoul,11.94712667,-13.13483167,3,FALSE,5.43,4346.30007,1770.937333,471.4086667,48.01133333,14732.40567,17.98033333,12.04533333,11.639,0.024,56.4,16.7,366,0.96,53.3,0.51,1.09
icr043333,Boumeoul,11.96782167,-13.12979333,2,FALSE,5.32,6299.99846,1064.5395,182.874,38.244,8713.168,7.6845,7.563,4.476,0.019,20.3,9.46,102,0.93,64,0.74,0.63
icr043348,Boumeoul,11.89474,-13.107555,6,FALSE,5.62,11145.39802,9691.587,474.666,557.184,45784.448,8.526333333,21.36233333,20.291,0.044,75.5,68.8,249,35.6,86.6,0.91,0.56
icr043391,Boumeoul,11.950435,-13.11220667,7,FALSE,5.19,33028.17106,3732.555,997.6306667,230.8336667,64637.076,22.84466667,22.636,21.09966667,0.078,129,74.3,576,13.4,192,1,0.49
icr043402,Boumeoul,11.96395833,-13.10541333,5,TRUE,4.94,16343.01186,3078.248333,321.6193333,123.4413333,47724.22833,13.785,16.68,13.44733333,0.056,47.5,33.4,212,7.81,109,0.65,0.51
icr048451,Madadeni,-27.6111,30.0127,4,FALSE,8.79,5122.23884,19014.73467,3395.999,195.41,20327.837,33.275,19.25866667,21.24633333,0.46,1560,143,1820,93,115,3.89,0.61
icr048469,Madadeni,-27.5922,30.0235,6,FALSE,6.46,18217.01884,27658.14567,5077.788,349.216,25091.757,34.827,16.51466667,34.28666667,0.75,985,117,2920,101,110,2.97,0.84
icr048486,Madadeni,-27.5684,30.0228,8,FALSE,8.29,8734.06887,3150.837333,19569.52033,1210.57,47434.72667,110.7346667,42.39433333,43.12766667,0.67,4020,204,6620,334,108,7.72,0.89
icr048504,Madadeni,-27.5477,30.0232,8,FALSE,8.43,8310.15736,2499.502,55747.51333,1623.941333,49036.326,286.0293333,30.57666667,38.26966667,0.41,4740,97.1,4760,190,119,4.06,0.59
icr048521,Madadeni,-27.6131,30.045,5,TRUE,5.84,10044.85369,19081.677,2049.953667,169.4226667,32334.52767,41.11066667,21.112,33.71766667,0.3,678,126,1080,22.2,53.9,0.92,0.65
icr048529,Madadeni,-27.5868,30.0455,2,FALSE,5.77,6307.72829,12012.532,783.042,68.63966667,12272.089,15.74833333,12.237,9.776333333,0.2,243,93.8,585,26.4,126,2.79,0.34
icr048550,Madadeni,-27.5634,30.0408,9,FALSE,6.11,22856.16875,6429.137667,11245.78067,1262.082667,69694.039,69.98333333,58.182,38.74633333,0.66,565,106,1840,167,98.1,7.47,1.06
icr048567,Madadeni,-27.535,30.0388,5,FALSE,6.12,16261.54304,4983.402,3504.705333,301.4103333,48535.241,59.411,45.66666667,30.21333333,0.2,739,126,1930,63.7,130,7.28,1.02
icr048585,Madadeni,-27.602,30.06,6,FALSE,5.24,5310.84508,27185.84067,740.8693333,33.03233333,22466.95333,10.69866667,6.180666667,19.14433333,0.001017613,180,81,314,22.9,133,0.9,0.81
icr048603,Madadeni,-27.5896,30.0597,2,FALSE,5.1,3067.40686,25459.73233,692.0323333,109.1096667,3850.019667,2.866,2.959,4.137666667,0.000793635,57.1,53.9,231,8.67,231,1.06,0.42
icr048623,Madadeni,-27.5668,30.0585,6,FALSE,5.75,8229.44343,5325.193667,602.5623333,158.713,43919.784,26.64866667,26.03866667,16.14666667,0.001136351,259,163,498,15.8,178,3.63,0.42
icr048643,Madadeni,-27.5431,30.071,9,FALSE,5.59,34213.93394,3635.292667,4110.247,566.3423333,70095.345,81.733,59.051,38.65733333,0.44,530,81.9,2280,78.6,104,7.96,1.12
icr048665,Madadeni,-27.6154,30.0861,6,TRUE,5.83,10952.08108,23745.87567,2154.080667,237.0276667,22783.995,25.32066667,14.46066667,24.48733333,0.00130547,511,165,1150,94.1,112,3.57,0.53
icr048683,Madadeni,-27.5834,30.0894,2,FALSE,5.52,1951.80327,18786.51033,301.7743333,40.81433333,3751.151667,2.503,2.652333333,3.978333333,0.000845561,49.1,58.2,196,17.7,196,0.68,0.36
icr048705,Madadeni,-27.5677,30.0907,5,FALSE,6.11,9183.94417,11746.70233,1218.782333,240.4456667,37819.469,43.067,27.47233333,20.78366667,0.001286779,542,154,1020,70,101,2.99,0.6
icr048722,Madadeni,-27.545,30.0929,9,TRUE,5.91,28163.34248,5649.916667,3343.485667,730.361,74899.64467,111.9966667,60.62366667,48.32233333,0.29,867,120,2370,162,80,8.96,0.58
icr048741,Hopetown,-29.835,23.9142,4,FALSE,6.76,2290.83709,9009.271667,3410.401333,164.0573333,15710.24867,14.226,9.809,18.73666667,0.0012809,298,94.7,802,87,49.1,1.25,0.37
icr048756,Hopetown,-29.8085,23.9044,6,TRUE,8.52,3027.66085,7865.785667,17855.18833,304.0123333,22231.85467,28.364,13.91633333,25.13066667,0.39,348,112,5230,75.1,28.8,2.15,0.38
icr048771,Hopetown,-29.7978,23.9075,7,FALSE,7.84,2719.8714,7136.367,26820.30867,486.1196667,29503.28067,49.53766667,20.009,31.79633333,0.3,622,94.8,1360,83,57.7,4.35,0.32
icr048787,Hopetown,-29.7684,23.9145,6,TRUE,8.11,4013.41826,16991.27233,6784.331,366.0746667,31743.00967,25.90133333,21.15566667,44.01466667,0.4,552,401,2820,216,74.7,3.83,3.13
icr048794,Hopetown,-29.8323,23.9373,4,FALSE,7.18,2310.88713,8325.559,5002.424333,183.7196667,18006.80933,17.813,12.05066667,18.53533333,0.28,362,98.9,912,73.2,50.9,2.3,0.35
icr048821,Hopetown,-29.8205,23.9277,6,TRUE,8.63,5241.41937,12988.71867,16263.98533,253.5156667,19427.04633,20.929,16.57466667,27.35433333,1.09,356,555,7260,99.8,28.6,3.76,0.55
icr048825,Hopetown,-29.7962,23.9288,6,FALSE,8.78,3215.02253,7105.896,39441.99367,233.8503333,17521.56767,26.09766667,12.21166667,20.56633333,0.52,332,133,14500,14.5,7.18,0.94,0.27
icr048838,Hopetown,-29.7781,23.933,4,FALSE,8.46,2226.79354,7533.170667,10642.90533,214.817,14611.90033,16.102,11.16666667,17.90433333,0.31,166,99.7,1350,83.4,55,2.06,0.52
icr048855,Hopetown,-29.8424,23.9545,6,TRUE,7.33,3231.06989,13872.63933,3556.821333,270.063,23669.60267,19.441,16.633,33.52733333,0.36,639,206,1460,128,68.9,2.34,0.47
icr048869,Hopetown,-29.815,23.9544,6,FALSE,7.58,2444.73718,7696.729667,20317.35033,368.95,24968.096,25.03433333,21.07566667,26.86466667,0.26,488,86.4,1240,92.5,62.8,3.93,0.3
icr048887,Hopetown,-29.7874,23.9515,6,FALSE,7.87,2695.61008,7496.649333,20194.06533,404.1633333,25582.81233,42.129,16.27266667,27.10633333,0.39,607,98.7,1340,85.1,62,3.29,0.44
icr048900,Hopetown,-29.7687,23.9539,6,FALSE,8.69,6286.80855,10079.10167,24990.31667,302.7276667,19187.007,24.35,13.83133333,27.80466667,0.83,242,250,6650,107,29,2.22,1.53
icr048913,Hopetown,-29.8379,23.9832,6,FALSE,7.5,2794.32327,10629.35933,18211.365,415.104,29808.328,31.633,24.13666667,34.93133333,0.29,638,167,1510,140,80.9,4.3,0.38
icr048932,Hopetown,-29.816,23.9757,6,FALSE,8.48,2770.31884,8510.408333,48338.012,270.963,20752.23167,21.008,14.07333333,25.507,0.47,355,170,17600,18.7,10.9,2.02,0.44
icr048943,Hopetown,-29.7993,23.9782,4,FALSE,7.34,2186.94419,6924.824,11596.73767,256.3743333,20134.837,20.30833333,17.28333333,21.003,0.001304477,408,96.1,1060,86.2,63,2.93,0.38
